tab	specimens
analysts	aniso_f	aniso_l	aniso_p	aniso_s	aniso_s_n_measurements	aniso_t	aniso_type	azimuth	citations	contribution_id	critical_temp	critical_temp_high	critical_temp_low	critical_temp_mineral	critical_temp_type	description	dip	dir_alpha95	dir_comp	dir_dang	dir_dec	dir_inc	dir_mad_free	dir_n_comps	dir_n_measurements	dir_tilt_correction	experiments	hyst_bc	hyst_bc_offset	hyst_bcr	hyst_loop	hyst_mr_mass	hyst_ms_mass	hyst_xhf	igsn	igsn_parent	instrument_codes	int_corr	meas_orient_phi	meas_orient_theta	meas_step_max	meas_step_min	meas_step_unit	meas_temp	method_codes	mineral_type	rem_hirm_mass	rem_sratio	rem_sratio_back	rem_sratio_forward	result_quality	row_id	sample	software_packages	specimen	synthetic_alternatives	volume	weight
									This study										mt	18.5	241.2	-49.1	5.2	3.0	4.0	0.0	SD18-4_LP-DIR-T										hargrave 2023-10-10 15:23:12	u			613.0	548.0	K		LP-DIR-T:DE-BFL:DA-DIR-GEO:SP-SAW						g		SD18-4	pmagpy-4.2.124: demag_gui	SD18-4			
									This study										lt	113.1	9.3	86.3	8.4	3.0	5.0	0.0	SD18-4_LP-DIR-T										hargrave 2023-10-10 15:23:12	u			498.0	273.0	K		LP-DIR-T:DE-BFL:DA-DIR-GEO:SP-SAW						g		SD18-4	pmagpy-4.2.124: demag_gui	SD18-4			
									This study										mag	0.0	275.7	-64.7	11.1	3.0	7.0	0.0	SD18-4_LP-DIR-T										hargrave 2023-10-10 15:23:12	u			853.0	818.0	K		LP-DIR-T:DE-BFL-A:DA-DIR-GEO:SP-SAW						g		SD18-4	pmagpy-4.2.124: demag_gui	SD18-4			
									This study										mt	32.9	275.8	-40.8	3.8	3.0	8.0	0.0	SD18-5_LP-DIR-T										hargrave 2023-10-10 13:09:19	u			653.0	498.0	K		LP-DIR-T:DE-BFL:DA-DIR-GEO:SP-SAW						g		SD18-5	pmagpy-4.2.124: demag_gui	SD18-5			
									This study										lt	64.8	354.2	44.5	11.7	3.0	3.0	0.0	SD18-5_LP-DIR-T										hargrave 2023-10-10 13:09:19	u			373.0	273.0	K		LP-DIR-T:DE-BFL:DA-DIR-GEO:SP-SAW						g		SD18-5	pmagpy-4.2.124: demag_gui	SD18-5			
									This study										mag	0.0	282.2	-67.9	9.8	3.0	3.0	0.0	SD18-5_LP-DIR-T										hargrave 2023-10-10 13:09:19	u			868.0	847.0	K		LP-DIR-T:DE-BFL-A:DA-DIR-GEO:SP-SAW						g		SD18-5	pmagpy-4.2.124: demag_gui	SD18-5			
									This study										lt	85.9	15.9	6.7	14.3	2.0	5.0	0.0	SD19-1_LP-DIR-T										hargrave 2023-05-17 16:28:00	u			498.0	273.0	K		LP-DIR-T:DE-BFL:DA-DIR-GEO:SP-SAW						g		SD19-1	pmagpy-4.2.124: demag_gui	SD19-1			
									This study										mag	0.0	285.5	-72.6	4.4	2.0	10.0	0.0	SD19-1_LP-DIR-T										hargrave 2023-05-17 16:28:00	u			853.0	773.0	K		LP-DIR-T:DE-BFL-A:DA-DIR-GEO:SP-SAW						g		SD19-1	pmagpy-4.2.124: demag_gui	SD19-1			
									This study										mag	0.0	278.4	-73.6	3.4	2.0	10.0	0.0	SD19-2_LP-DIR-T										hargrave 2023-10-06 17:44:50	u			853.0	773.0	K		LP-DIR-T:DE-BFL-A:DA-DIR-GEO:SP-SAW						g		SD19-2	pmagpy-4.2.124: demag_gui	SD19-2			
									This study										lt	91.4	34.5	35.9	5.8	2.0	4.0	0.0	SD19-2_LP-DIR-T										hargrave 2023-10-06 17:44:50	u			473.0	273.0	K		LP-DIR-T:DE-BFL:DA-DIR-GEO:SP-SAW						g		SD19-2	pmagpy-4.2.124: demag_gui	SD19-2			
									This study										mag	0.0	281.8	-59.1	2.6	2.0	12.0	0.0	SD19-3_LP-DIR-T										hargrave 2023-05-15 16:51:33	u			837.0	633.0	K		LP-DIR-T:DE-BFL-A:DA-DIR-GEO:SP-SAW						g		SD19-3	pmagpy-4.2.124: demag_gui	SD19-3			
									This study										lt	60.6	358.2	53.1	17.3	2.0	7.0	0.0	SD19-3_LP-DIR-T										hargrave 2023-05-15 16:51:33	u			593.0	473.0	K		LP-DIR-T:DE-BFL:DA-DIR-GEO:SP-SAW						g		SD19-3	pmagpy-4.2.124: demag_gui	SD19-3			
									This study										lt	79.7	41.6	49.4	3.4	2.0	3.0	0.0	SD19-4_LP-DIR-T										hargrave 2023-05-15 16:53:01	u			473.0	77.0	K		LP-DIR-T:DE-BFL:DA-DIR-GEO:SP-SAW						g		SD19-4	pmagpy-4.2.124: demag_gui	SD19-4			
									This study										mag	0.0	264.2	-65.3	2.8	2.0	10.0	0.0	SD19-4_LP-DIR-T										hargrave 2023-05-15 16:53:01	u			837.0	673.0	K		LP-DIR-T:DE-BFL-A:DA-DIR-GEO:SP-SAW						g		SD19-4	pmagpy-4.2.124: demag_gui	SD19-4			
									This study										mag	0.0	272.4	-75.4	3.2	2.0	7.0	0.0	SD19-5_LP-DIR-T										hargrave 2023-05-15 18:13:38	u			837.0	773.0	K		LP-DIR-T:DE-BFL-A:DA-DIR-GEO:SP-SAW						g		SD19-5	pmagpy-4.2.124: demag_gui	SD19-5			
									This study										lt	106.1	38.7	51.3	1.8	2.0	4.0	0.0	SD19-5_LP-DIR-T										hargrave 2023-05-15 18:13:38	u			473.0	273.0	K		LP-DIR-T:DE-BFL:DA-DIR-GEO:SP-SAW						g		SD19-5	pmagpy-4.2.124: demag_gui	SD19-5			
									This study										mag	0.0	272.9	-62.6	7.0	2.0	12.0	0.0	SD19-6_LP-DIR-T										hargrave 2023-05-16 20:50:51	u			847.0	673.0	K		LP-DIR-T:DE-BFL-A:DA-DIR-GEO:SP-SAW						g		SD19-6	pmagpy-4.2.124: demag_gui	SD19-6			
									This study										lt	25.9	41.5	34.2	9.0	2.0	4.0	0.0	SD19-6_LP-DIR-T										hargrave 2023-05-16 20:50:51	u			473.0	273.0	K		LP-DIR-T:DE-BFL:DA-DIR-GEO:SP-SAW						g		SD19-6	pmagpy-4.2.124: demag_gui	SD19-6			
									This study										lt	95.8	20.4	12.1	2.7	3.0	3.0	0.0	SD2-1_LP-DIR-T										hargrave 2023-11-02 09:33:26	u			473.0	77.0	K		LP-DIR-T:DE-BFL:DA-DIR-GEO:SP-SAW						g		SD2-1	pmagpy-4.2.124: demag_gui	SD2-1			
									This study										mag	0.0	279.6	-56.2	4.7	3.0	11.0	0.0	SD2-1_LP-DIR-T										hargrave 2023-11-02 09:33:26	u			859.0	773.0	K		LP-DIR-T:DE-BFL-A:DA-DIR-GEO:SP-SAW						g		SD2-1	pmagpy-4.2.124: demag_gui	SD2-1			
									This study										mt	3.2	290.7	-57.7	2.5	3.0	5.0	0.0	SD2-1_LP-DIR-T										hargrave 2023-11-02 09:33:26	u			613.0	523.0	K		LP-DIR-T:DE-BFL:DA-DIR-GEO:SP-SAW						g		SD2-1	pmagpy-4.2.124: demag_gui	SD2-1			
									This study										mag	1.3	281.8	-70.0	3.3	2.0	13.0	0.0	SD2-2_LP-DIR-T										hargrave 2023-11-02 09:35:40	u			851.0	693.0	K		LP-DIR-T:DE-BFL:DA-DIR-GEO:SP-SAW						g		SD2-2	pmagpy-4.2.124: demag_gui	SD2-2			
									This study										lt	47.8	36.9	32.4	12.9	2.0	4.0	0.0	SD2-2_LP-DIR-T										hargrave 2023-11-02 09:35:40	u			473.0	273.0	K		LP-DIR-T:DE-BFL:DA-DIR-GEO:SP-SAW						g		SD2-2	pmagpy-4.2.124: demag_gui	SD2-2			
									This study										mag	0.0	292.0	-81.1	4.1	1.0	7.0	0.0	SD20-1_LP-DIR-T										hargrave 2023-05-15 17:15:20	u			837.0	773.0	K		LP-DIR-T:DE-BFL-A:DA-DIR-GEO:SP-SAW						g		SD20-1	pmagpy-4.2.124: demag_gui	SD20-1			
									This study										mag	0.0	275.5	-72.3	3.5	2.0	7.0	0.0	SD20-2_LP-DIR-T										hargrave 2023-05-15 17:16:52	u			837.0	773.0	K		LP-DIR-T:DE-BFL-A:DA-DIR-GEO:SP-SAW						g		SD20-2	pmagpy-4.2.124: demag_gui	SD20-2			
									This study										mt	5.6	299.2	-70.8	7.5	2.0	6.0	0.0	SD20-2_LP-DIR-T										hargrave 2023-05-15 17:16:52	u			613.0	498.0	K		LP-DIR-T:DE-BFL:DA-DIR-GEO:SP-SAW						g		SD20-2	pmagpy-4.2.124: demag_gui	SD20-2			
									This study										mt	11.2	259.8	-74.2	2.2	1.0	8.0	0.0	SD20-3_LP-DIR-T										hargrave 2023-10-10 13:20:00	u			633.0	473.0	K		LP-DIR-T:DE-BFL:DA-DIR-GEO:SP-SAW						g		SD20-3	pmagpy-4.2.124: demag_gui	SD20-3			
									This study										mag	2.0	321.8	-81.8	4.0	2.0	10.0	0.0	SD20-4_LP-DIR-T										hargrave 2023-05-15 17:19:47	u			837.0	673.0	K		LP-DIR-T:DE-BFL:DA-DIR-GEO:SP-SAW						g		SD20-4	pmagpy-4.2.124: demag_gui	SD20-4			
									This study										mt	0.4	348.6	-75.1	4.6	2.0	6.0	0.0	SD20-4_LP-DIR-T										hargrave 2023-05-15 17:19:47	u			573.0	373.0	K		LP-DIR-T:DE-BFL:DA-DIR-GEO:SP-SAW						g		SD20-4	pmagpy-4.2.124: demag_gui	SD20-4			
									This study										lt	82.5	354.8	21.4	6.1	2.0	3.0	0.0	SD21-1_LP-DIR-T										hargrave 2023-05-17 16:50:19	u			473.0	77.0	K		LP-DIR-T:DE-BFL:DA-DIR-GEO:SP-SAW						g		SD21-1	pmagpy-4.2.124: demag_gui	SD21-1			
									This study										mag	0.0	260.0	-64.9	3.7	2.0	7.0	0.0	SD21-1_LP-DIR-T										hargrave 2023-05-17 16:50:19	u			847.0	808.0	K		LP-DIR-T:DE-BFL-A:DA-DIR-GEO:SP-SAW						g		SD21-1	pmagpy-4.2.124: demag_gui	SD21-1			
									This study										mag	0.0	302.8	-62.0	6.7	2.0	11.0	0.0	SD21-2_LP-DIR-T										hargrave 2023-05-16 21:13:50	u			847.0	713.0	K		LP-DIR-T:DE-BFL-A:DA-DIR-GEO:SP-SAW						g		SD21-2	pmagpy-4.2.124: demag_gui	SD21-2			
									This study										lt	84.2	6.0	28.4	1.6	2.0	4.0	0.0	SD21-2_LP-DIR-T										hargrave 2023-05-16 21:13:50	u			498.0	77.0	K		LP-DIR-T:DE-BFL:DA-DIR-GEO:SP-SAW						g		SD21-2	pmagpy-4.2.124: demag_gui	SD21-2			
									This study										lt	13.4	5.4	7.1	1.4	1.0	4.0	0.0	SD21-4_LP-DIR-T										hargrave 2023-05-16 21:15:14	u			473.0	273.0	K		LP-DIR-T:DE-BFL:DA-DIR-GEO:SP-SAW						g		SD21-4	pmagpy-4.2.124: demag_gui	SD21-4			
									This study										lt	43.3	352.1	20.5	2.8	2.0	5.0	0.0	SD22-1_LP-DIR-T										hargrave 2023-05-12 10:01:02	u			498.0	273.0	K		LP-DIR-T:DE-BFL:DA-DIR-GEO:SP-SAW						g		SD22-1	pmagpy-4.2.124: demag_gui	SD22-1			
									This study										mt	9.5	330.6	-51.0	6.0	2.0	6.0	0.0	SD22-1_LP-DIR-T										hargrave 2023-05-12 10:01:02	u			613.0	498.0	K		LP-DIR-T:DE-BFL:DA-DIR-GEO:SP-SAW						g		SD22-1	pmagpy-4.2.124: demag_gui	SD22-1			
									This study										lt	80.1	20.2	33.6	15.1	1.0	5.0	0.0	SD22-2_LP-DIR-T										hargrave 2023-05-16 21:16:41	u			498.0	273.0	K		LP-DIR-T:DE-BFL:DA-DIR-GEO:SP-SAW						g		SD22-2	pmagpy-4.2.124: demag_gui	SD22-2			
									This study										lt	97.3	13.3	20.2	10.3	1.0	4.0	0.0	SD22-3_LP-DIR-T										hargrave 2023-05-16 21:18:11	u			473.0	273.0	K		LP-DIR-T:DE-BFL:DA-DIR-GEO:SP-SAW						g		SD22-3	pmagpy-4.2.124: demag_gui	SD22-3			
									This study										mt	6.3	313.6	-78.1	8.2	2.0	4.0	0.0	SD24-1_LP-DIR-T										hargrave 2023-11-02 09:44:57	u			673.0	613.0	K		LP-DIR-T:DE-BFL:DA-DIR-GEO:SP-SAW						g		SD24-1	pmagpy-4.2.124: demag_gui	SD24-1			
									This study										mag	0.0	254.5	-70.0	0.9	2.0	10.0	0.0	SD24-1_LP-DIR-T										hargrave 2023-11-02 09:44:57	u			853.0	773.0	K		LP-DIR-T:DE-BFL-A:DA-DIR-GEO:SP-SAW						g		SD24-1	pmagpy-4.2.124: demag_gui	SD24-1			
									This study										lt	62.3	348.1	40.7	3.2	1.0	3.0	0.0	SD24-3_LP-DIR-T										hargrave 2023-05-12 10:08:52	u			473.0	77.0	K		LP-DIR-T:DE-BFL:DA-DIR-GEO:SP-SAW						g		SD24-3	pmagpy-4.2.124: demag_gui	SD24-3			
									This study										lt	36.7	356.8	16.8	4.9	3.0	3.0	0.0	SD25-1_LP-DIR-T										hargrave 2023-05-16 21:22:56	u			473.0	77.0	K		LP-DIR-T:DE-BFL:DA-DIR-GEO:SP-SAW						g		SD25-1	pmagpy-4.2.124: demag_gui	SD25-1			
									This study										mt	10.6	301.6	-36.6	13.0	3.0	5.0	0.0	SD25-1_LP-DIR-T										hargrave 2023-05-16 21:22:56	u			613.0	523.0	K		LP-DIR-T:DE-BFL:DA-DIR-GEO:SP-SAW						g		SD25-1	pmagpy-4.2.124: demag_gui	SD25-1			
									This study										mag	0.0	310.4	-56.6	6.6	3.0	9.0	0.0	SD25-1_LP-DIR-T										hargrave 2023-05-16 21:22:56	u			833.0	673.0	K		LP-DIR-T:DE-BFL-A:DA-DIR-GEO:SP-SAW						g		SD25-1	pmagpy-4.2.124: demag_gui	SD25-1			
									This study										mt	19.2	268.6	-40.7	5.0	3.0	4.0	0.0	SD25-3_LP-DIR-T										hargrave 2023-05-17 16:57:16	u			653.0	593.0	K		LP-DIR-T:DE-BFL:DA-DIR-GEO:SP-SAW						g		SD25-3	pmagpy-4.2.124: demag_gui	SD25-3			
									This study										mag	0.0	254.6	-67.8	4.9	3.0	12.0	0.0	SD25-3_LP-DIR-T										hargrave 2023-05-17 16:57:16	u			853.0	713.0	K		LP-DIR-T:DE-BFL-A:DA-DIR-GEO:SP-SAW						g		SD25-3	pmagpy-4.2.124: demag_gui	SD25-3			
									This study										lt	34.3	349.8	17.6	4.4	3.0	3.0	0.0	SD25-3_LP-DIR-T										hargrave 2023-05-17 16:57:16	u			373.0	273.0	K		LP-DIR-T:DE-BFL:DA-DIR-GEO:SP-SAW						g		SD25-3	pmagpy-4.2.124: demag_gui	SD25-3			
									This study										lt	9.3	12.3	19.3	2.1	1.0	3.0	0.0	SD26-1_LP-DIR-T										hargrave 2023-05-12 17:21:54	u			373.0	273.0	K		LP-DIR-T:DE-BFL:DA-DIR-GEO:SP-SAW						g		SD26-1	pmagpy-4.2.124: demag_gui	SD26-1			
									This study										mag	31.2	242.3	-54.1	2.9	3.0	4.0	0.0	SD26-2_LP-DIR-T										hargrave 2023-05-12 17:23:27	u			793.0	713.0	K		LP-DIR-T:DE-BFL:DA-DIR-GEO:SP-SAW						g		SD26-2	pmagpy-4.2.124: demag_gui	SD26-2			
									This study										mt	9.9	257.6	-64.3	3.6	3.0	4.0	0.0	SD26-2_LP-DIR-T										hargrave 2023-05-12 17:23:27	u			613.0	548.0	K		LP-DIR-T:DE-BFL:DA-DIR-GEO:SP-SAW						g		SD26-2	pmagpy-4.2.124: demag_gui	SD26-2			
									This study										lt	56.0	0.1	16.5	2.8	3.0	6.0	0.0	SD26-2_LP-DIR-T										hargrave 2023-05-12 17:23:27	u			523.0	273.0	K		LP-DIR-T:DE-BFL:DA-DIR-GEO:SP-SAW						g		SD26-2	pmagpy-4.2.124: demag_gui	SD26-2			
									This study										mag	0.0	265.1	-54.2	5.7	3.0	4.0	0.0	SD26-3_LP-DIR-T										hargrave 2023-05-12 17:28:01	u			818.0	773.0	K		LP-DIR-T:DE-BFL-A:DA-DIR-GEO:SP-SAW						g		SD26-3	pmagpy-4.2.124: demag_gui	SD26-3			
									This study										mt	10.5	295.1	-49.6	4.9	3.0	5.0	0.0	SD26-3_LP-DIR-T										hargrave 2023-05-12 17:28:01	u			613.0	523.0	K		LP-DIR-T:DE-BFL:DA-DIR-GEO:SP-SAW						g		SD26-3	pmagpy-4.2.124: demag_gui	SD26-3			
									This study										lt	53.3	24.0	25.2	3.3	3.0	4.0	0.0	SD26-3_LP-DIR-T										hargrave 2023-05-12 17:28:01	u			473.0	273.0	K		LP-DIR-T:DE-BFL:DA-DIR-GEO:SP-SAW						g		SD26-3	pmagpy-4.2.124: demag_gui	SD26-3			
									This study										mag	4.3	190.2	-53.0	7.6	1.0	7.0	0.0	SD26-4_LP-DIR-T										hargrave 2023-05-12 17:29:42	u			818.0	673.0	K		LP-DIR-T:DE-BFL:DA-DIR-GEO:SP-SAW						g		SD26-4	pmagpy-4.2.124: demag_gui	SD26-4			
									This study										mt	3.7	39.4	19.4	5.6	2.0	7.0	0.0	SD27-1_LP-DIR-T										hargrave 2023-05-12 17:31:25	u			613.0	473.0	K		LP-DIR-T:DE-BFL:DA-DIR-GEO:SP-SAW						g		SD27-1	pmagpy-4.2.124: demag_gui	SD27-1			
									This study										mag	2.3	38.8	12.7	3.3	2.0	7.0	0.0	SD27-1_LP-DIR-T										hargrave 2023-05-12 17:31:25	u			818.0	673.0	K		LP-DIR-T:DE-BFL:DA-DIR-GEO:SP-SAW						g		SD27-1	pmagpy-4.2.124: demag_gui	SD27-1			
									This study										mag	7.7	76.1	54.4	2.3	2.0	5.0	0.0	SD27-2_LP-DIR-T										hargrave 2023-05-15 17:38:58	u			818.0	753.0	K		LP-DIR-T:DE-BFL:DA-DIR-GEO:SP-SAW						g		SD27-2	pmagpy-4.2.124: demag_gui	SD27-2			
									This study										lt	46.2	6.9	30.6	13.6	2.0	4.0	0.0	SD27-2_LP-DIR-T										hargrave 2023-05-15 17:38:58	u			473.0	273.0	K		LP-DIR-T:DE-BFL:DA-DIR-GEO:SP-SAW						g		SD27-2	pmagpy-4.2.124: demag_gui	SD27-2			
									This study										mag	0.0	58.2	38.0	9.3	2.0	10.0	0.0	SD27-3_LP-DIR-T										hargrave 2023-05-15 17:40:45	u			837.0	713.0	K		LP-DIR-T:DE-BFL-A:DA-DIR-GEO:SP-SAW						g		SD27-3	pmagpy-4.2.124: demag_gui	SD27-3			
									This study										mt	3.1	61.7	43.8	5.6	2.0	7.0	0.0	SD27-3_LP-DIR-T										hargrave 2023-05-15 17:40:45	u			613.0	473.0	K		LP-DIR-T:DE-BFL:DA-DIR-GEO:SP-SAW						g		SD27-3	pmagpy-4.2.124: demag_gui	SD27-3			
									This study										mag	0.0	263.6	-61.6	1.0	1.0	5.0	0.0	SD28-1_LP-DIR-T										hargrave 2023-10-06 18:06:31	u			853.0	833.0	K		LP-DIR-T:DE-BFL-A:DA-DIR-GEO:SP-SAW						g		SD28-1	pmagpy-4.2.124: demag_gui	SD28-1			
									This study										mag	0.0	271.4	-57.8	1.7	1.0	8.0	0.0	SD28-2_LP-DIR-T										hargrave 2023-10-06 18:08:00	u			853.0	808.0	K		LP-DIR-T:DE-BFL-A:DA-DIR-GEO:SP-SAW						g		SD28-2	pmagpy-4.2.124: demag_gui	SD28-2			
									This study										mag	0.0	276.5	-59.6	1.9	1.0	10.0	0.0	SD28-3_LP-DIR-T										hargrave 2023-11-02 09:48:43	u			853.0	773.0	K		LP-DIR-T:DE-BFL-A:DA-DIR-GEO:SP-SAW						g		SD28-3	pmagpy-4.2.124: demag_gui	SD28-3			
									This study										mt	15.0	290.1	-45.3	7.7	2.0	6.0	0.0	SD29-1_LP-DIR-T										hargrave 2023-05-17 17:03:17	u			633.0	523.0	K		LP-DIR-T:DE-BFL:DA-DIR-GEO:SP-SAW						g		SD29-1	pmagpy-4.2.124: demag_gui	SD29-1			
									This study										mag	19.9	275.5	-45.8	13.5	2.0	7.0	0.0	SD29-1_LP-DIR-T										hargrave 2023-05-17 17:03:17	u			853.0	818.0	K		LP-DIR-T:DE-BFL:DA-DIR-GEO:SP-SAW						g		SD29-1	pmagpy-4.2.124: demag_gui	SD29-1			
									This study										mt	2.4	267.3	-61.3	4.0	2.0	5.0	0.0	SD29-2_LP-DIR-T										hargrave 2023-10-05 16:44:36	u			573.0	473.0	K		LP-DIR-T:DE-BFL:DA-DIR-GEO:SP-SAW						g		SD29-2	pmagpy-4.2.124: demag_gui	SD29-2			
									This study										mag	0.0	265.7	-64.0	1.5	2.0	10.0	0.0	SD29-2_LP-DIR-T										hargrave 2023-10-05 16:44:36	u			853.0	773.0	K		LP-DIR-T:DE-BFL-A:DA-DIR-GEO:SP-SAW						g		SD29-2	pmagpy-4.2.124: demag_gui	SD29-2			
									This study										mag	0.0	264.2	-63.4	2.6	2.0	7.0	0.0	SD29-3_LP-DIR-T										hargrave 2023-10-09 11:12:17	u			853.0	818.0	K		LP-DIR-T:DE-BFL-A:DA-DIR-GEO:SP-SAW						g		SD29-3	pmagpy-4.2.124: demag_gui	SD29-3			
									This study										mt	0.4	270.4	-60.7	2.0	2.0	8.0	0.0	SD29-3_LP-DIR-T										hargrave 2023-10-09 11:12:17	u			613.0	373.0	K		LP-DIR-T:DE-BFL:DA-DIR-GEO:SP-SAW						g		SD29-3	pmagpy-4.2.124: demag_gui	SD29-3			
									This study										mag	0.0	272.2	-61.5	4.1	3.0	8.0	0.0	SD3-1_LP-DIR-T										hargrave 2023-05-12 19:33:49	u			851.0	808.0	K		LP-DIR-T:DE-BFL-A:DA-DIR-GEO:SP-SAW						g		SD3-1	pmagpy-4.2.124: demag_gui	SD3-1			
									This study										lt	51.4	2.7	17.1	3.3	3.0	4.0	0.0	SD3-1_LP-DIR-T										hargrave 2023-05-12 19:33:49	u			498.0	77.0	K		LP-DIR-T:DE-BFL:DA-DIR-GEO:SP-SAW						g		SD3-1	pmagpy-4.2.124: demag_gui	SD3-1			
									This study										mt	31.8	324.4	-32.3	4.3	3.0	5.0	0.0	SD3-1_LP-DIR-T										hargrave 2023-05-12 19:33:49	u			653.0	573.0	K		LP-DIR-T:DE-BFL:DA-DIR-GEO:SP-SAW						g		SD3-1	pmagpy-4.2.124: demag_gui	SD3-1			
									This study										lt	32.7	342.1	9.0	0.3	2.0	3.0	0.0	SD3-2_LP-DIR-T										hargrave 2023-05-12 19:35:33	u			373.0	273.0	K		LP-DIR-T:DE-BFL:DA-DIR-GEO:SP-SAW						g		SD3-2	pmagpy-4.2.124: demag_gui	SD3-2			
									This study										mag	0.0	266.2	-64.6	3.2	2.0	7.0	0.0	SD3-2_LP-DIR-T										hargrave 2023-05-12 19:35:33	u			859.0	828.0	K		LP-DIR-T:DE-BFL-A:DA-DIR-GEO:SP-SAW						g		SD3-2	pmagpy-4.2.124: demag_gui	SD3-2			
									This study										lt	32.2	342.7	9.1	7.5	2.0	4.0	0.0	SD3-3_LP-DIR-T										hargrave 2023-05-12 19:38:19	u			498.0	77.0	K		LP-DIR-T:DE-BFL:DA-DIR-GEO:SP-SAW						g		SD3-3	pmagpy-4.2.124: demag_gui	SD3-3			
									This study										mag	0.0	294.4	-51.8	5.8	2.0	6.0	0.0	SD3-3_LP-DIR-T										hargrave 2023-05-12 19:38:19	u			859.0	833.0	K		LP-DIR-T:DE-BFL-A:DA-DIR-GEO:SP-SAW						g		SD3-3	pmagpy-4.2.124: demag_gui	SD3-3			
									This study										lt	16.3	351.9	16.4	3.4	1.0	3.0	0.0	SD30-1_LP-DIR-T										hargrave 2023-05-15 17:53:32	u			473.0	77.0	K		LP-DIR-T:DE-BFL:DA-DIR-GEO:SP-SAW						g		SD30-1	pmagpy-4.2.124: demag_gui	SD30-1			
									This study										lt	7.0	355.0	27.3	1.6	1.0	3.0	0.0	SD30-2_LP-DIR-T										hargrave 2023-05-15 17:55:09	u			473.0	77.0	K		LP-DIR-T:DE-BFL:DA-DIR-GEO:SP-SAW						g		SD30-2	pmagpy-4.2.124: demag_gui	SD30-2			
									This study										mt	23.2	85.3	62.0	15.4	2.0	7.0	0.0	SD30-3_LP-DIR-T										hargrave 2023-05-15 17:56:43	u			673.0	548.0	K		LP-DIR-T:DE-BFL:DA-DIR-GEO:SP-SAW						g		SD30-3	pmagpy-4.2.124: demag_gui	SD30-3			
									This study										lt	33.5	1.2	29.3	2.2	2.0	7.0	0.0	SD30-3_LP-DIR-T										hargrave 2023-05-15 17:56:43	u			548.0	273.0	K		LP-DIR-T:DE-BFL:DA-DIR-GEO:SP-SAW						g		SD30-3	pmagpy-4.2.124: demag_gui	SD30-3			
									This study										mag	0.0	277.2	-67.0	1.3	2.0	6.0	0.0	SD31-1_LP-DIR-T										hargrave 2023-05-16 21:39:04	u			847.0	818.0	K		LP-DIR-T:DE-BFL-A:DA-DIR-GEO:SP-SAW						g		SD31-1	pmagpy-4.2.124: demag_gui	SD31-1			
									This study										lt	106.1	34.4	27.7	1.7	2.0	3.0	0.0	SD31-1_LP-DIR-T										hargrave 2023-05-16 21:39:04	u			373.0	273.0	K		LP-DIR-T:DE-BFL:DA-DIR-GEO:SP-SAW						g		SD31-1	pmagpy-4.2.124: demag_gui	SD31-1			
									This study										mt	28.8	316.9	-42.9	4.3	3.0	3.0	0.0	SD31-2_LP-DIR-T										hargrave 2023-10-09 11:13:50	u			523.0	473.0	K		LP-DIR-T:DE-BFL:DA-DIR-GEO:SP-SAW						g		SD31-2	pmagpy-4.2.124: demag_gui	SD31-2			
									This study										lt	35.2	346.2	17.7	14.2	3.0	3.0	0.0	SD31-2_LP-DIR-T										hargrave 2023-10-09 11:13:50	u			473.0	77.0	K		LP-DIR-T:DE-BFL:DA-DIR-GEO:SP-SAW						g		SD31-2	pmagpy-4.2.124: demag_gui	SD31-2			
									This study										mag	0.0	298.0	-48.1	4.7	3.0	11.0	0.0	SD31-2_LP-DIR-T										hargrave 2023-10-09 11:13:50	u			853.0	753.0	K		LP-DIR-T:DE-BFL-A:DA-DIR-GEO:SP-SAW						g		SD31-2	pmagpy-4.2.124: demag_gui	SD31-2			
									This study										mag	9.9	290.8	-59.5	6.8	1.0	10.0	0.0	SD31-3_LP-DIR-T										hargrave 2023-10-07 11:17:47	u			853.0	773.0	K		LP-DIR-T:DE-BFL:DA-DIR-GEO:SP-SAW						g		SD31-3	pmagpy-4.2.124: demag_gui	SD31-3			
									This study										lt	24.1	356.4	17.3	0.8	2.0	6.0	0.0	SD32-1_LP-DIR-T										hargrave 2023-10-05 16:53:07	u			523.0	273.0	K		LP-DIR-T:DE-BFL:DA-DIR-GEO:SP-SAW						g		SD32-1	pmagpy-4.2.124: demag_gui	SD32-1			
									This study										mag	35.5	290.2	-57.1	12.1	2.0	13.0	0.0	SD32-1_LP-DIR-T										hargrave 2023-10-05 16:53:07	u			854.0	793.0	K		LP-DIR-T:DE-BFL:DA-DIR-GEO:SP-SAW						g		SD32-1	pmagpy-4.2.124: demag_gui	SD32-1			
									This study										lt	21.7	354.7	6.9	1.2	2.0	5.0	0.0	SD32-2_LP-DIR-T										hargrave 2023-10-05 17:23:14	u			498.0	273.0	K		LP-DIR-T:DE-BFL:DA-DIR-GEO:SP-SAW						g		SD32-2	pmagpy-4.2.124: demag_gui	SD32-2			
									This study										mag	8.0	311.9	-52.3	13.3	2.0	16.0	0.0	SD32-2_LP-DIR-T										hargrave 2023-10-05 17:23:14	u			858.0	773.0	K		LP-DIR-T:DE-BFL:DA-DIR-GEO:SP-SAW						g		SD32-2	pmagpy-4.2.124: demag_gui	SD32-2			
