tab	sites
site	location	samples	specimens	dir_alpha95	dir_comp_name	dir_dec	dir_inc	dir_k	dir_n_samples	dir_n_specimens	dir_n_specimens_lines	dir_n_specimens_planes	dir_polarity	dir_r	dir_tilt_correction	lat	lon	analysts	criteria	software_packages	citations	method_codes	result_quality	vgp_dm	vgp_dp	vgp_lat	vgp_lon
SD57	Zalawt plain	SD57-1:SD57-2:SD57-3	SD57-1:SD57-2:SD57-3	    6.4 	mag	  274.0 	  -54.4 	   375 	3.0	3 	3 	0 	t	2.9947 	0	17.1	54.9		ACCEPT	pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	g	    9.0 	    6.3 	   -6.5 	  290.3 
SD57	Zalawt plain	SD57-1:SD57-2:SD57-3	SD57-1:SD57-2:SD57-3	    6.4 	mag	  266.2 	  -57.5 	   376 	3.0	3 	3 	0 	t	2.9947 	100	17.1	54.9		ACCEPT	pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	g	    9.4 	    6.9 	  -13.4 	  288.7 
SD58	Zalawt plain	SD58-1:SD58-2:SD58-3	SD58-1:SD58-2:SD58-3	    6.5 	mag	  263.8 	  -64.2 	   362 	3.0	3 	3 	0 	t	2.9945 	100	17.1	54.9		ACCEPT	pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	g	   10.4 	    8.3 	  -16.4 	  281.0 
SD58	Zalawt plain	SD58-1:SD58-2:SD58-3	SD58-1:SD58-2:SD58-3	    6.5 	mag	  274.1 	  -61.2 	   365 	3.0	3 	3 	0 	t	2.9945 	0	17.1	54.9		ACCEPT	pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	g	   10.0 	    7.7 	   -8.5 	  283.1 
SD59	Zalawt plain	SD59-1:SD59-2	SD59-1:SD59-2	   22.1 	mag	  263.3 	  -57.9 	   130 	2.0	2 	2 	0 	t	1.9923 	0	17.1	54.9		ACCEPT	pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4	g	   32.5 	   23.9 	  -15.7 	  288.7 
SD59	Zalawt plain	SD59-1:SD59-2	SD59-1:SD59-2	   22.3 	mag	  253.8 	  -60.0 	   127 	2.0	2 	2 	0 	t	1.9921 	100	17.1	54.9		ACCEPT	pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	   33.7 	   25.5 	  -23.2 	  287.1 
SD6	Zalawt plain	SD6-1:SD6-2:SD6-3	SD6-1:SD6-2:SD6-3	   33.2 	mag	  256.4 	  -46.6 	    15 	3.0	3 	3 	0 	t	2.8651 	0	17.1	54.9		ACCEPT	pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO:LP-DC4:DE-FM	g	   42.7 	   27.5 	  -19.6 	  300.7 
SD6	Zalawt plain	SD6-3	SD6-3		mt	265.8	-43.1		1.0	1	1	0	t		0	17.1	54.9		ACCEPT	pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4	g	  223.3 	  138.5 	  -10.8 	  301.8 
SD6	Zalawt plain	SD6-1:SD6-2:SD6-3	SD6-1:SD6-2:SD6-3	   33.2 	mag	  256.4 	  -46.6 	    15 	3.0	3 	3 	0 	t	2.8651 	100	17.1	54.9		ACCEPT	pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	g	   42.7 	   27.5 	  -19.6 	  300.7 
SD6	Zalawt plain	SD6-3	SD6-3		mt	265.8	-43.1		1.0	1	1	0	t		100	17.1	54.9		ACCEPT	pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	  223.3 	  138.5 	  -10.8 	  301.8 
SD60	Zalawt plain	SD60-1:SD60-2:SD60-3	SD60-1:SD60-2:SD60-3	    6.7 	mag	  280.2 	  -46.0 	   337 	3.0	3 	3 	0 	t	2.9941 	0	17.1	54.9		ACCEPT	pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	g	    8.6 	    5.5 	    0.9 	  295.8 
SD60	Zalawt plain	SD60-1	SD60-1		mt	261.4	-56.9		1.0	1	1	0	t		0	17.1	54.9		ACCEPT	pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4	g	  261.5 	  190.0 	  -17.0 	  290.0 
SD60	Zalawt plain	SD60-1:SD60-2:SD60-3	SD60-1:SD60-2:SD60-3	    6.7 	mag	  275.0 	  -49.8 	   337 	3.0	3 	3 	0 	t	2.9941 	100	17.1	54.9		ACCEPT	pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	g	    8.9 	    6.0 	   -4.5 	  294.2 
SD60	Zalawt plain	SD60-1	SD60-1		mt	252.1	-58.7		1.0	1	1	0	t		100	17.1	54.9		ACCEPT	pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	  267.6 	  198.9 	  -24.4 	  288.7 
SD61	Zalawt plain	SD61-1	SD61-1		mag	263.0	-60.2		1.0	1	1	0	t		0	17.1	54.9		ACCEPT	pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4	g	  272.8 	  206.8 	  -16.3 	  286.1 
SD61	Zalawt plain	SD61-1	SD61-1		mag	252.5	-62.2		1.0	1	1	0	t		100	17.1	54.9		ACCEPT	pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	  280.0 	  217.8 	  -24.3 	  284.3 
SD62	Zalawt plain	SD62-1	SD62-1		mag	251.6	-60.9		1.0	1	1	0	t		100	17.1	54.9		ACCEPT	pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	  275.3 	  210.6 	  -24.9 	  286.0 
SD62	Zalawt plain	SD62-1	SD62-1		mag	261.7	-59.1		1.0	1	1	0	t		0	17.1	54.9		ACCEPT	pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4	g	  269.0 	  201.0 	  -17.1 	  287.5 
SD63	Zalawt plain	SD63-1:SD63-2:SD63-3	SD63-1:SD63-2:SD63-3	    8.8 	mag	  267.5 	  -56.3 	   198 	3.0	3 	3 	0 	t	2.9899 	0	17.1	54.9		ACCEPT	pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	g	   12.7 	    9.1 	  -12.1 	  289.7 
SD63	Zalawt plain	SD63-1:SD63-2:SD63-3	SD63-1:SD63-2:SD63-3	    9.9 	mt	  277.6 	  -60.2 	   156 	3.0	3 	3 	0 	t	2.9872 	0	17.1	54.9		ACCEPT	pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	g	   15.0 	   11.4 	   -5.6 	  283.5 
SD63	Zalawt plain	SD63-1:SD63-2:SD63-3	SD63-1:SD63-2:SD63-3	    8.8 	mag	  258.7 	  -58.8 	   197 	3.0	3 	3 	0 	t	2.9899 	100	17.1	54.9		ACCEPT	pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	g	   13.1 	    9.8 	  -19.4 	  288.2 
SD63	Zalawt plain	SD63-1:SD63-2:SD63-3	SD63-1:SD63-2:SD63-3	    9.9 	mt	  268.1 	  -63.7 	   156 	3.0	3 	3 	0 	t	2.9872 	100	17.1	54.9		ACCEPT	pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	g	   15.7 	   12.5 	  -13.4 	  281.1 
SD64	Zalawt plain	SD64-1	SD64-1		mag	262.8	-59.4		1.0	1	1	0	t		0	17.1	54.9		ACCEPT	pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4	g	  270.0 	  202.5 	  -16.3 	  287.0 
SD64	Zalawt plain	SD64-1	SD64-1		mag	252.5	-61.4		1.0	1	1	0	t		100	17.1	54.9		ACCEPT	pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	  277.1 	  213.3 	  -24.2 	  285.3 
SD65	Zalawt plain	SD65-1:SD65-2:SD65-3	SD65-1:SD65-2:SD65-3	   10.3 	mag	  268.9 	  -57.9 	   144 	3.0	3 	3 	0 	t	2.9861 	0	17.1	54.9		ACCEPT	pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	g	   15.2 	   11.2 	  -11.4 	  287.8 
SD65	Zalawt plain	SD65-1:SD65-2:SD65-3	SD65-1:SD65-2:SD65-3	   10.2 	mag	  259.6 	  -60.6 	   146 	3.0	3 	3 	0 	t	2.9863 	100	17.1	54.9		ACCEPT	pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	g	   15.5 	   11.8 	  -18.9 	  286.0 
SD66	Zalawt plain															17.1	54.9										
SD67	Zalawt plain	SD67-1:SD67-2:SD67-3	SD67-1:SD67-2:SD67-3	    5.5 	mag	  259.3 	  -51.4 	   503 	3.0	3 	3 	0 	t	2.9960 	0	17.1	54.9		ACCEPT	pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	g	    7.5 	    5.1 	  -17.8 	  295.9 
SD67	Zalawt plain	SD67-1:SD67-2:SD67-3	SD67-1:SD67-2:SD67-3	    5.5 	mag	  251.8 	  -53.1 	   500 	3.0	3 	3 	0 	t	2.9960 	100	17.1	54.9		ACCEPT	pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	g	    7.6 	    5.3 	  -24.3 	  295.1 
SD68	Zalawt plain	SD68-1:SD68-2:SD68-3:SD68-4:SD68-6	SD68-1:SD68-2:SD68-3:SD68-4:SD68-6	    4.2 	lt	    1.4 	   34.9 	   337 	5.0	5 	5 	0 	n	4.9881 	0	17.1	54.9		ACCEPT	pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	g	    4.8 	    2.8 	   87.5 	   86.7 
SD68	Zalawt plain	SD68-1:SD68-2:SD68-3:SD68-6	SD68-1:SD68-2:SD68-3:SD68-6	    2.9 	mag	   74.3 	   61.2 	  1000 	4.0	4 	4 	0 	t	3.9970 	100	17.1	54.9		ACCEPT	pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	g	    4.5 	    3.4 	   22.9 	  105.5 
SD68	Zalawt plain	SD68-1:SD68-2:SD68-3:SD68-4:SD68-6	SD68-1:SD68-2:SD68-3:SD68-4:SD68-6	    4.1 	lt	  359.4 	   29.7 	   342 	5.0	5 	5 	0 	n	4.9883 	100	17.1	54.9		ACCEPT	pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	g	    4.5 	    2.5 	   88.7 	  260.9 
SD68	Zalawt plain	SD68-1:SD68-2:SD68-3:SD68-6	SD68-1:SD68-2:SD68-3:SD68-6	    3.0 	mag	   84.3 	   59.1 	   969 	4.0	4 	4 	0 	t	3.9969 	0	17.1	54.9		ACCEPT	pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	g	    4.5 	    3.3 	   15.2 	  107.2 
SD69	Zalawt plain	SD69-1:SD69-2	SD69-1:SD69-2	   30.7 	mag	   67.3 	   54.7 	    68 	2.0	2 	2 	0 	t	1.9854 	100	17.1	54.9		ACCEPT	pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	   43.4 	   30.7 	   28.1 	  113.6 
SD69	Zalawt plain	SD69-1:SD69-2	SD69-1:SD69-2	   30.8 	mag	   75.5 	   53.4 	    68 	2.0	2 	2 	0 	t	1.9853 	0	17.1	54.9		ACCEPT	pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4	g	   42.9 	   29.8 	   21.3 	  114.4 
SD7	Zalawt plain	SD7-2	SD7-2		mt	337.3	-45.1		1.0	1	1	0	n		100	17.1	54.9		ACCEPT	pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	  227.9 	  144.3 	   41.0 	  262.1 
SD7	Zalawt plain	SD7-2	SD7-2		mt	337.3	-45.1		1.0	1	1	0	n		0	17.1	54.9		ACCEPT	pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4	g	  227.9 	  144.3 	   41.0 	  262.1 
SD7	Zalawt plain	SD7-2	SD7-2		lt	17.0	30.0		1.0	1	1	0	n		100	17.1	54.9		ACCEPT	pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	  199.7 	  110.8 	   73.7 	  145.9 
SD7	Zalawt plain	SD7-2:SD7-3	SD7-2:SD7-3	   42.2 	mag	  303.6 	  -66.1 	    37 	2.0	2 	2 	0 	t	1.9730 	0	17.1	54.9		ACCEPT	pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO:LP-DC4	g	   69.1 	   56.6 	    7.5 	  268.8 
SD7	Zalawt plain	SD7-2	SD7-2		lt	17.0	30.0		1.0	1	1	0	n		0	17.1	54.9		ACCEPT	pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4	g	  199.7 	  110.8 	   73.7 	  145.9 
SD7	Zalawt plain	SD7-2:SD7-3	SD7-2:SD7-3	   42.2 	mag	  303.6 	  -66.1 	    37 	2.0	2 	2 	0 	t	1.9730 	100	17.1	54.9		ACCEPT	pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	   69.1 	   56.6 	    7.5 	  268.8 
SD70	Zalawt plain	SD70-1	SD70-1		mag	253.9	-63.0		1.0	1	1	0	t		0	17.1	54.9		ACCEPT	pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4	g	  283.0 	  222.5 	  -23.3 	  283.2 
SD70	Zalawt plain	SD70-1	SD70-1		mag	241.8	-63.9		1.0	1	1	0	t		100	17.1	54.9		ACCEPT	pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	  286.3 	  227.8 	  -31.7 	  281.4 
SD71	Zalawt plain	SD71-3	SD71-3		mag	80.9	60.3		1.0	1	1	0	t		100	17.1	54.9		ACCEPT	pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	  273.2 	  207.3 	   17.9 	  106.2 
SD71	Zalawt plain	SD71-1:SD71-2	SD71-1:SD71-2	   28.2 	lt	    0.4 	   30.9 	    81 	2.0	2 	2 	0 	n	1.9876 	0	17.1	54.9		ACCEPT	pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4	g	   31.5 	   17.6 	   89.4 	  193.9 
SD71	Zalawt plain	SD71-3	SD71-3		mag	90.0	57.6		1.0	1	1	0	t		0	17.1	54.9		ACCEPT	pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4	g	  263.9 	  193.4 	   10.5 	  107.9 
SD71	Zalawt plain	SD71-1:SD71-2	SD71-1:SD71-2	   28.1 	lt	  358.7 	   25.6 	    81 	2.0	2 	2 	0 	n	1.9877 	100	17.1	54.9		ACCEPT	pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	   30.3 	   16.3 	   86.2 	  254.1 
SD72	Zalawt plain	SD72-1	SD72-1		lt	355.4	22.9		1.0	1	1	0	n		0	17.1	54.9		ACCEPT	pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4	g	  191.2 	  101.5 	   83.2 	  276.2 
SD72	Zalawt plain	SD72-1	SD72-1		lt	354.4	17.4		1.0	1	1	0	n		100	17.1	54.9		ACCEPT	pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	  186.4 	   96.5 	   80.2 	  269.2 
SD73	Zalawt plain															17.1	54.9										
SD74	Zalawt plain	SD74-3	SD74-3		lt	0.4	20.9		1.0	1	1	0	n		100	17.1	54.9		ACCEPT	pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	  189.3 	   99.5 	   83.7 	  231.3 
SD74	Zalawt plain	SD74-1	SD74-1		mt	37.3	23.0		1.0	1	1	0	n		100	17.1	54.9		ACCEPT	pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	  191.3 	  101.6 	   53.6 	  147.8 
SD74	Zalawt plain	SD74-3	SD74-3		lt	1.8	26.1		1.0	1	1	0	n		0	17.1	54.9		ACCEPT	pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4	g	  194.7 	  105.3 	   86.2 	  207.2 
SD74	Zalawt plain	SD74-1	SD74-1		mt	39.8	25.2		1.0	1	1	0	n		0	17.1	54.9		ACCEPT	pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4	g	  193.6 	  104.2 	   51.5 	  145.0 
SD76	Zalawt plain															17.1	54.9										
SD77	Zalawt plain	SD77-1:SD77-2:SD77-3	SD77-1:SD77-2:SD77-3	   13.2 	lt	  359.1 	   30.8 	    89 	3.0	3 	3 	0 	n	2.9774 	0	17.1	54.9		ACCEPT	pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	g	   14.7 	    8.2 	   89.0 	  294.8 
SD77	Zalawt plain	SD77-1:SD77-2:SD77-3	SD77-1:SD77-2:SD77-3	   13.2 	lt	  357.6 	   25.5 	    88 	3.0	3 	3 	0 	n	2.9773 	100	17.1	54.9		ACCEPT	pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	g	   14.2 	    7.7 	   85.6 	  267.4 
SD78	Zalawt plain	SD78-1	SD78-1		mag	277.5	-51.6		1.0	1	1	0	t		0	17.1	54.9		ACCEPT	pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4	g	  245.1 	  166.9 	   -2.9 	  292.0 
SD78	Zalawt plain	SD78-1	SD78-1		mag	270.7	-55.1		1.0	1	1	0	t		100	17.1	54.9		ACCEPT	pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	  255.7 	  181.6 	   -9.3 	  290.3 
SD79	Zalawt plain	SD79-1	SD79-1		mag	279.4	-51.8		1.0	1	1	0	t		100	17.1	54.9		ACCEPT	pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	  245.7 	  167.7 	   -1.5 	  291.3 
SD79	Zalawt plain	SD79-1	SD79-1		lt	1.8	23.0		1.0	1	1	0	n		100	17.1	54.9		ACCEPT	pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	  191.3 	  101.6 	   84.6 	  215.9 
SD79	Zalawt plain	SD79-1	SD79-1		lt	3.5	28.1		1.0	1	1	0	n		0	17.1	54.9		ACCEPT	pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4	g	  197.1 	  108.0 	   86.0 	  177.0 
SD79	Zalawt plain	SD79-1	SD79-1		mag	284.6	-47.6		1.0	1	1	0	t		0	17.1	54.9		ACCEPT	pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4	g	  234.1 	  152.3 	    4.0 	  293.2 
SD8	Zalawt plain	SD8-1:SD8-2:SD8-3	SD8-1:SD8-2:SD8-3	   21.2 	lt	  358.4 	   44.3 	    35 	3.0	3 	3 	0 	n	2.9425 	100	17.1	54.9		ACCEPT	pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	g	   26.6 	   16.7 	   81.0 	   45.7 
SD8	Zalawt plain	SD8-1:SD8-2:SD8-3	SD8-1:SD8-2:SD8-3	   21.2 	lt	  358.4 	   44.3 	    35 	3.0	3 	3 	0 	n	2.9425 	0	17.1	54.9		ACCEPT	pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	g	   26.6 	   16.7 	   81.0 	   45.7 
SD80	Zalawt plain	SD80-1	SD80-1		lt	359.5	29.0		1.0	1	1	0	n		100	17.1	54.9		ACCEPT	pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	  198.3 	  109.3 	   88.3 	  251.6 
SD80	Zalawt plain	SD80-1	SD80-1		lt	1.5	34.2		1.0	1	1	0	n		0	17.1	54.9		ACCEPT	pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4	g	  206.1 	  117.9 	   87.8 	   95.2 
SD81	Zalawt plain	SD81-1:SD81-2:SD81-3:SD81-4	SD81-1:SD81-2:SD81-3:SD81-4	    6.1 	lt	    2.6 	   20.7 	   226 	4.0	4 	4 	0 	n	3.9867 	100	17.1	54.9		ACCEPT	pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	g	    6.4 	    3.4 	   83.1 	  213.1 
SD81	Zalawt plain	SD81-1:SD81-2:SD81-3:SD81-4	SD81-1:SD81-2:SD81-3:SD81-4	    6.1 	lt	    2.6 	   20.7 	   226 	4.0	4 	4 	0 	n	3.9867 	0	17.1	54.9		ACCEPT	pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	g	    6.4 	    3.4 	   83.1 	  213.1 
SD81	Zalawt plain	SD81-1:SD81-2:SD81-3:SD81-6	SD81-1:SD81-2:SD81-3:SD81-6	    7.5 	mag	  248.5 	  -58.7 	   152 	4.0	4 	4 	0 	t	3.9803 	0	17.1	54.9		ACCEPT	pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	g	   11.2 	    8.3 	  -27.2 	  288.8 
SD81	Zalawt plain	SD81-1:SD81-2:SD81-3:SD81-6	SD81-1:SD81-2:SD81-3:SD81-6	    7.5 	mag	  248.5 	  -58.7 	   152 	4.0	4 	4 	0 	t	3.9803 	100	17.1	54.9		ACCEPT	pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	g	   11.2 	    8.3 	  -27.2 	  288.8 
SD82	Zalawt plain	SD82-3:SD82-4:SD82-5	SD82-3:SD82-4:SD82-5	   15.9 	mag	  246.1 	  -57.0 	    61 	3.0	3 	3 	0 	t	2.9672 	100	17.1	54.9		ACCEPT	pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT:DE-BFL:LP-DC4:DE-FM:DA-DIR-GEO	g	   23.1 	   16.8 	  -29.1 	  290.9 
SD82	Zalawt plain	SD82-1:SD82-3:SD82-4	SD82-1:SD82-3:SD82-4	   11.8 	lt	    0.8 	   20.0 	   109 	3.0	3 	3 	0 	n	2.9817 	0	17.1	54.9		ACCEPT	pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	g	   12.4 	    6.5 	   83.2 	  228.3 
SD82	Zalawt plain	SD82-1:SD82-3:SD82-4	SD82-1:SD82-3:SD82-4	   11.8 	lt	    0.8 	   20.0 	   109 	3.0	3 	3 	0 	n	2.9817 	100	17.1	54.9		ACCEPT	pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	g	   12.4 	    6.5 	   83.2 	  228.3 
SD82	Zalawt plain	SD82-3:SD82-4:SD82-5	SD82-3:SD82-4:SD82-5	   15.9 	mag	  246.1 	  -57.0 	    61 	3.0	3 	3 	0 	t	2.9672 	0	17.1	54.9		ACCEPT	pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO:DE-BFL:LP-DC4:DE-FM	g	   23.1 	   16.8 	  -29.1 	  290.9 
SD83	Zalawt plain	SD83-3:SD83-4:SD83-5	SD83-3:SD83-4:SD83-5	    4.5 	lt	  358.7 	   20.6 	   762 	3.0	3 	3 	0 	n	2.9974 	100	17.1	54.9		ACCEPT	pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	g	    4.7 	    2.5 	   83.4 	  246.1 
