tab	sites
site	location	samples	specimens	dir_alpha95	dir_comp_name	dir_dec	dir_inc	dir_k	dir_n_samples	dir_n_specimens	dir_n_specimens_lines	dir_n_specimens_planes	dir_polarity	dir_r	dir_tilt_correction	lat	lon	analysts	criteria	software_packages	citations	method_codes	result_quality	vgp_dm	vgp_dp	vgp_lat	vgp_lon
SD13	Zalawt plain	SD13-2	SD13-2		mag	270.4	-55.6		1.0	1	1	0	t		0	17.1	54.9		ACCEPT	pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO:LP-DC4	g	  257.3 	  183.9 	   -9.7 	  289.9 
SD13	Zalawt plain	SD13-2	SD13-2		mag	270.4	-55.6		1.0	1	1	0	t		100	17.1	54.9		ACCEPT	pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	  257.3 	  183.9 	   -9.7 	  289.9 
SD13	Zalawt plain	SD13-2	SD13-2		mt	280.6	-53.7		1.0	1	1	0	t		0	17.1	54.9		ACCEPT	pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4	g	  251.3 	  175.5 	   -1.2 	  289.3 
SD14	Zalawt plain	SD14-1:SD14-2:SD14-3	SD14-1:SD14-2:SD14-3	   58.9 	mag	   69.1 	   40.4 	     5 	3.0	3 	3 	0 	t	2.6336 	100	17.1	54.9		ACCEPT	pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	g	   71.2 	   43.0 	   25.4 	  127.0 
SD14	Zalawt plain	SD14-1	SD14-1		lt	353.8	14.9		1.0	1	1	0	n		0	17.1	54.9		ACCEPT	pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4	g	  184.6 	   94.7 	   78.7 	  268.1 
SD14	Zalawt plain	SD14-1:SD14-2:SD14-3	SD14-1:SD14-2:SD14-3	   58.9 	mag	   69.1 	   40.4 	     5 	3.0	3 	3 	0 	t	2.6336 	0	17.1	54.9		ACCEPT	pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO:LP-DC4:DE-FM	g	   71.2 	   43.0 	   25.4 	  127.0 
SD14	Zalawt plain	SD14-1	SD14-1		lt	353.8	14.9		1.0	1	1	0	n		100	17.1	54.9		ACCEPT	pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	  184.6 	   94.7 	   78.7 	  268.1 
SD15	Zalawt plain															17.1	54.9										
SD16	Zalawt plain	SD16-2	SD16-2		lt	344.3	41.9		1.0	1	1	0	n		0	17.1	54.9		ACCEPT	pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4	g	  220.6 	  135.2 	   73.7 	  353.2 
SD16	Zalawt plain	SD16-1:SD16-2:SD16-3:SD16-4	SD16-1:SD16-2:SD16-3:SD16-4	   24.4 	mag	  245.7 	  -59.9 	    15 	4.0	4 	4 	0 	t	3.8018 	0	17.1	54.9		ACCEPT	pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO:LP-DC4:DE-FM	g	   36.8 	   27.8 	  -29.3 	  287.2 
SD16	Zalawt plain	SD16-2:SD16-4	SD16-2:SD16-4	   59.2 	mt	  238.5 	  -43.5 	    20 	2.0	2 	2 	0 	r	1.9499 	0	17.1	54.9		ACCEPT	pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4	g	   73.7 	   45.9 	  -35.3 	  305.5 
SD16	Zalawt plain	SD16-2	SD16-2		lt	344.3	41.9		1.0	1	1	0	n		100	17.1	54.9		ACCEPT	pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	  220.6 	  135.2 	   73.7 	  353.2 
SD16	Zalawt plain	SD16-1:SD16-2:SD16-3:SD16-4	SD16-1:SD16-2:SD16-3:SD16-4	   24.4 	mag	  245.7 	  -59.9 	    15 	4.0	4 	4 	0 	t	3.8018 	100	17.1	54.9		ACCEPT	pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	g	   36.8 	   27.8 	  -29.3 	  287.2 
SD16	Zalawt plain	SD16-2:SD16-4	SD16-2:SD16-4	   59.2 	mt	  238.5 	  -43.5 	    20 	2.0	2 	2 	0 	r	1.9499 	100	17.1	54.9		ACCEPT	pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	   73.7 	   45.9 	  -35.3 	  305.5 
SD17	Zalawt plain	SD17-2:SD17-3	SD17-2:SD17-3	   33.4 	lt	  355.3 	   28.1 	    58 	2.0	2 	2 	0 	n	1.9828 	0	17.1	54.9		ACCEPT	pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4	g	   36.6 	   20.0 	   85.0 	  300.1 
SD17	Zalawt plain	SD17-1:SD17-2	SD17-1:SD17-2	  180.0 	mag	   82.2 	   54.3 	     9 	2.0	2 	2 	0 	t	1.8872 	0	17.1	54.9		ACCEPT	pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:DE-BFL-A:LP-DC4	g	  253.2 	  178.1 	   15.9 	  112.6 
SD17	Zalawt plain	SD17-1:SD17-2:SD17-3	SD17-1:SD17-2:SD17-3	   55.1 	mt	  300.9 	  -65.9 	     6 	3.0	3 	3 	0 	t	2.6712 	0	17.1	54.9		ACCEPT	pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	g	   90.0 	   73.5 	    6.2 	  270.0 
SD17	Zalawt plain	SD17-2:SD17-3	SD17-2:SD17-3	   33.4 	lt	  355.3 	   28.1 	    58 	2.0	2 	2 	0 	n	1.9828 	100	17.1	54.9		ACCEPT	pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	   36.6 	   20.0 	   85.0 	  300.1 
SD17	Zalawt plain	SD17-1:SD17-2	SD17-1:SD17-2	  180.0 	mag	   82.2 	   54.3 	     9 	2.0	2 	2 	0 	t	1.8872 	100	17.1	54.9		ACCEPT	pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:DE-BFL-A:LP-DC4:DA-DIR-GEO	g	  253.2 	  178.1 	   15.9 	  112.6 
SD17	Zalawt plain	SD17-1:SD17-2:SD17-3	SD17-1:SD17-2:SD17-3	   55.1 	mt	  300.9 	  -65.9 	     6 	3.0	3 	3 	0 	t	2.6712 	100	17.1	54.9		ACCEPT	pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	g	   90.0 	   73.5 	    6.2 	  270.0 
SD18	Zalawt plain	SD18-1:SD18-2:SD18-3:SD18-4:SD18-5	SD18-1:SD18-2:SD18-3:SD18-4:SD18-5	   13.3 	mt	  268.3 	  -56.0 	    34 	5.0	5 	5 	0 	t	4.8819 	100	17.1	54.9		ACCEPT	pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	g	   19.1 	   13.7 	  -11.4 	  289.9 
SD18	Zalawt plain	SD18-1:SD18-2:SD18-3:SD18-4:SD18-5	SD18-1:SD18-2:SD18-3:SD18-4:SD18-5	   23.6 	lt	  342.8 	   56.6 	    11 	5.0	5 	5 	0 	n	4.6516 	100	17.1	54.9		ACCEPT	pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	g	   34.2 	   24.7 	   64.9 	   21.2 
SD18	Zalawt plain	SD18-1:SD18-2:SD18-3:SD18-4:SD18-5	SD18-1:SD18-2:SD18-3:SD18-4:SD18-5	   13.3 	mt	  268.3 	  -56.0 	    34 	5.0	5 	5 	0 	t	4.8819 	0	17.1	54.9		ACCEPT	pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	g	   19.1 	   13.7 	  -11.4 	  289.9 
SD18	Zalawt plain	SD18-1:SD18-2:SD18-3:SD18-4:SD18-5	SD18-1:SD18-2:SD18-3:SD18-4:SD18-5	   23.6 	lt	  342.8 	   56.6 	    11 	5.0	5 	5 	0 	n	4.6516 	0	17.1	54.9		ACCEPT	pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	g	   34.2 	   24.7 	   64.9 	   21.2 
SD18	Zalawt plain	SD18-1:SD18-3:SD18-4:SD18-5	SD18-1:SD18-3:SD18-4:SD18-5	    9.8 	mag	  269.6 	  -71.5 	    88 	4.0	4 	4 	0 	t	3.9660 	100	17.1	54.9		ACCEPT	pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:DE-BFL-A:LP-DC4:DE-FM:DA-DIR-GEO	g	   17.2 	   15.1 	  -14.4 	  269.9 
SD18	Zalawt plain	SD18-1:SD18-3:SD18-4:SD18-5	SD18-1:SD18-3:SD18-4:SD18-5	    9.8 	mag	  269.6 	  -71.5 	    88 	4.0	4 	4 	0 	t	3.9660 	0	17.1	54.9		ACCEPT	pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:DE-BFL-A:LP-DC4:DE-FM	g	   17.2 	   15.1 	  -14.4 	  269.9 
SD19	Zalawt plain	SD19-1:SD19-2:SD19-3:SD19-4:SD19-5:SD19-6	SD19-1:SD19-2:SD19-3:SD19-4:SD19-5:SD19-6	    6.0 	mag	  275.7 	  -68.3 	   124 	6.0	6 	6 	0 	t	5.9598 	100	17.1	54.9		ACCEPT	pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	g	   10.1 	    8.5 	   -9.8 	  273.9 
SD19	Zalawt plain	SD19-1:SD19-2:SD19-3:SD19-4:SD19-5:SD19-6	SD19-1:SD19-2:SD19-3:SD19-4:SD19-5:SD19-6	    6.0 	mag	  275.7 	  -68.3 	   124 	6.0	6 	6 	0 	t	5.9598 	0	17.1	54.9		ACCEPT	pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO:LP-DC4:DE-FM	g	   10.1 	    8.5 	   -9.8 	  273.9 
SD19	Zalawt plain	SD19-1:SD19-2:SD19-3:SD19-4:SD19-5:SD19-6	SD19-1:SD19-2:SD19-3:SD19-4:SD19-5:SD19-6	   18.4 	lt	   28.6 	   39.7 	    14 	6.0	6 	6 	0 	n	5.6481 	0	17.1	54.9		ACCEPT	pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	g	   22.1 	   13.3 	   62.6 	  128.8 
SD19	Zalawt plain	SD19-1:SD19-2:SD19-3:SD19-4:SD19-5:SD19-6	SD19-1:SD19-2:SD19-3:SD19-4:SD19-5:SD19-6	   18.4 	lt	   28.6 	   39.7 	    14 	6.0	6 	6 	0 	n	5.6481 	100	17.1	54.9		ACCEPT	pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	g	   22.1 	   13.3 	   62.6 	  128.8 
SD2	Zalawt plain	SD2-1:SD2-2	SD2-1:SD2-2	   58.2 	lt	   28.0 	   22.5 	    21 	2.0	2 	2 	0 	n	1.9514 	0	17.1	54.9		ACCEPT	pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4	g	   61.7 	   32.7 	   62.4 	  152.4 
SD2	Zalawt plain	SD2-1:SD2-2	SD2-1:SD2-2	   30.6 	mag	  280.4 	  -63.1 	    69 	2.0	2 	2 	0 	t	1.9854 	0	17.1	54.9		ACCEPT	pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO:DE-BFL:LP-DC4	g	   48.2 	   37.9 	   -4.8 	  279.6 
SD2	Zalawt plain	SD2-1	SD2-1		mt	290.7	-57.7		1.0	1	1	0	t		0	17.1	54.9		ACCEPT	pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4	g	  264.2 	  193.9 	    4.7 	  282.3 
SD2	Zalawt plain	SD2-1:SD2-2	SD2-1:SD2-2	   30.6 	mag	  280.4 	  -63.1 	    69 	2.0	2 	2 	0 	t	1.9854 	100	17.1	54.9		ACCEPT	pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT:DE-BFL:LP-DC4:DA-DIR-GEO	g	   48.2 	   37.9 	   -4.8 	  279.6 
SD2	Zalawt plain	SD2-1	SD2-1		mt	290.7	-57.7		1.0	1	1	0	t		100	17.1	54.9		ACCEPT	pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	  264.2 	  193.9 	    4.7 	  282.3 
SD2	Zalawt plain	SD2-1:SD2-2	SD2-1:SD2-2	   58.2 	lt	   28.0 	   22.5 	    21 	2.0	2 	2 	0 	n	1.9514 	100	17.1	54.9		ACCEPT	pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	   61.7 	   32.7 	   62.4 	  152.4 
SD20	Zalawt plain	SD20-1:SD20-2:SD20-4	SD20-1:SD20-2:SD20-4	   10.6 	mag	  290.4 	  -79.0 	   137 	3.0	3 	3 	0 	t	2.9854 	0	17.1	54.9		ACCEPT	pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO:DE-BFL:LP-DC4:DE-FM	g	   20.1 	   19.1 	   -8.8 	  255.0 
SD20	Zalawt plain	SD20-2:SD20-3:SD20-4	SD20-2:SD20-3:SD20-4	   17.9 	mt	  301.0 	  -76.2 	    48 	3.0	3 	3 	0 	t	2.9587 	0	17.1	54.9		ACCEPT	pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	g	   33.1 	   30.6 	   -2.7 	  257.1 
SD20	Zalawt plain	SD20-1:SD20-2:SD20-4	SD20-1:SD20-2:SD20-4	   10.6 	mag	  290.4 	  -79.0 	   137 	3.0	3 	3 	0 	t	2.9854 	100	17.1	54.9		ACCEPT	pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT:DE-BFL:LP-DC4:DE-FM:DA-DIR-GEO	g	   20.1 	   19.1 	   -8.8 	  255.0 
SD20	Zalawt plain	SD20-2:SD20-3:SD20-4	SD20-2:SD20-3:SD20-4	   17.9 	mt	  301.0 	  -76.2 	    48 	3.0	3 	3 	0 	t	2.9587 	100	17.1	54.9		ACCEPT	pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	g	   33.1 	   30.6 	   -2.7 	  257.1 
SD21	Zalawt plain	SD21-1:SD21-2:SD21-4	SD21-1:SD21-2:SD21-4	   19.0 	lt	    2.1 	   19.1 	    43 	3.0	3 	3 	0 	n	2.9536 	100	17.1	54.9		ACCEPT	pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	g	   19.8 	   10.3 	   82.4 	  219.0 
SD21	Zalawt plain	SD21-1:SD21-2:SD21-4	SD21-1:SD21-2:SD21-4	   19.0 	lt	    2.1 	   19.1 	    43 	3.0	3 	3 	0 	n	2.9536 	0	17.1	54.9		ACCEPT	pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	g	   19.8 	   10.3 	   82.4 	  219.0 
SD21	Zalawt plain	SD21-1:SD21-2	SD21-1:SD21-2	   42.6 	mag	  282.5 	  -65.0 	    37 	2.0	2 	2 	0 	t	1.9727 	100	17.1	54.9		ACCEPT	pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	   68.7 	   55.5 	   -4.2 	  276.8 
SD21	Zalawt plain	SD21-1:SD21-2	SD21-1:SD21-2	   42.6 	mag	  282.5 	  -65.0 	    37 	2.0	2 	2 	0 	t	1.9727 	0	17.1	54.9		ACCEPT	pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO:LP-DC4	g	   68.7 	   55.5 	   -4.2 	  276.8 
SD22	Zalawt plain	SD22-1:SD22-2:SD22-3	SD22-1:SD22-2:SD22-3	   23.7 	lt	    8.1 	   25.2 	    28 	3.0	3 	3 	0 	n	2.9290 	0	17.1	54.9		ACCEPT	pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	g	   25.5 	   13.7 	   81.3 	  170.1 
SD22	Zalawt plain	SD22-1	SD22-1		mt	330.6	-51.0		1.0	1	1	0	t		100	17.1	54.9		ACCEPT	pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	  243.4 	  164.5 	   33.6 	  265.0 
SD22	Zalawt plain	SD22-1:SD22-2:SD22-3	SD22-1:SD22-2:SD22-3	   23.7 	lt	    8.1 	   25.2 	    28 	3.0	3 	3 	0 	n	2.9290 	100	17.1	54.9		ACCEPT	pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	g	   25.5 	   13.7 	   81.3 	  170.1 
SD22	Zalawt plain	SD22-1	SD22-1		mt	330.6	-51.0		1.0	1	1	0	t		0	17.1	54.9		ACCEPT	pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4	g	  243.4 	  164.5 	   33.6 	  265.0 
SD24	Zalawt plain	SD24-1	SD24-1		mag	254.5	-70.0		1.0	1	1	0	t		0	17.1	54.9		ACCEPT	pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO:LP-DC4	g	  309.7 	  266.5 	  -22.8 	  272.9 
SD24	Zalawt plain	SD24-1	SD24-1		mt	313.6	-78.1		1.0	1	1	0	t		100	17.1	54.9		ACCEPT	pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	  339.0 	  319.3 	   -0.9 	  251.2 
SD24	Zalawt plain	SD24-3	SD24-3		lt	348.1	40.7		1.0	1	1	0	n		0	17.1	54.9		ACCEPT	pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4	g	  218.1 	  132.1 	   77.2 	  355.8 
SD24	Zalawt plain	SD24-1	SD24-1		mag	254.5	-70.0		1.0	1	1	0	t		100	17.1	54.9		ACCEPT	pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	  309.7 	  266.5 	  -22.8 	  272.9 
SD24	Zalawt plain	SD24-3	SD24-3		lt	348.1	40.7		1.0	1	1	0	n		100	17.1	54.9		ACCEPT	pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	  218.1 	  132.1 	   77.2 	  355.8 
SD24	Zalawt plain	SD24-1	SD24-1		mt	313.6	-78.1		1.0	1	1	0	t		0	17.1	54.9		ACCEPT	pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4	g	  339.0 	  319.3 	   -0.9 	  251.2 
SD25	Zalawt plain	SD25-1:SD25-3	SD25-1:SD25-3	   59.8 	mt	  285.6 	  -39.8 	    20 	2.0	2 	2 	0 	t	1.9490 	100	17.1	54.9		ACCEPT	pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	   71.9 	   43.2 	    7.1 	  298.5 
SD25	Zalawt plain	SD25-1:SD25-3	SD25-1:SD25-3	   14.7 	lt	  353.3 	   17.2 	   290 	2.0	2 	2 	0 	n	1.9965 	0	17.1	54.9		ACCEPT	pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4	g	   15.2 	    7.9 	   79.4 	  273.9 
SD25	Zalawt plain	SD25-1:SD25-3	SD25-1:SD25-3	   14.7 	lt	  353.3 	   17.2 	   290 	2.0	2 	2 	0 	n	1.9965 	100	17.1	54.9		ACCEPT	pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	   15.2 	    7.9 	   79.4 	  273.9 
SD25	Zalawt plain	SD25-1:SD25-3	SD25-1:SD25-3	   59.8 	mt	  285.6 	  -39.8 	    20 	2.0	2 	2 	0 	t	1.9490 	0	17.1	54.9		ACCEPT	pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4	g	   71.9 	   43.2 	    7.1 	  298.5 
SD25	Zalawt plain	SD25-1:SD25-3	SD25-1:SD25-3	   63.0 	mag	  288.1 	  -64.9 	    18 	2.0	2 	2 	0 	t	1.9442 	0	17.1	54.9		ACCEPT	pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO:LP-DC4	g	  101.5 	   81.8 	   -0.7 	  275.4 
SD25	Zalawt plain	SD25-1:SD25-3	SD25-1:SD25-3	   63.0 	mag	  288.1 	  -64.9 	    18 	2.0	2 	2 	0 	t	1.9442 	100	17.1	54.9		ACCEPT	pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	  101.5 	   81.8 	   -0.7 	  275.4 
SD26	Zalawt plain	SD26-1:SD26-2:SD26-3	SD26-1:SD26-2:SD26-3	   18.5 	lt	   11.9 	   20.6 	    46 	3.0	3 	3 	0 	n	2.9562 	0	17.1	54.9		ACCEPT	pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	g	   19.4 	   10.2 	   76.8 	  172.6 
SD26	Zalawt plain	SD26-2:SD26-3:SD26-4	SD26-2:SD26-3:SD26-4	   34.5 	mag	  232.9 	  -57.9 	    14 	3.0	3 	3 	0 	r	2.8553 	0	17.1	54.9		ACCEPT	pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:DE-BFL-A:LP-DC4:DE-FM	g	   50.8 	   37.4 	  -39.4 	  288.7 
SD26	Zalawt plain	SD26-2:SD26-3	SD26-2:SD26-3	   56.4 	mt	  280.2 	  -58.3 	    22 	2.0	2 	2 	0 	t	1.9541 	0	17.1	54.9		ACCEPT	pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4	g	   83.4 	   61.7 	   -3.1 	  284.9 
SD26	Zalawt plain	SD26-1:SD26-2:SD26-3	SD26-1:SD26-2:SD26-3	   18.5 	lt	   11.9 	   20.6 	    46 	3.0	3 	3 	0 	n	2.9562 	100	17.1	54.9		ACCEPT	pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	g	   19.4 	   10.2 	   76.8 	  172.6 
SD26	Zalawt plain	SD26-2:SD26-3	SD26-2:SD26-3	   56.4 	mt	  280.2 	  -58.3 	    22 	2.0	2 	2 	0 	t	1.9541 	100	17.1	54.9		ACCEPT	pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	   83.4 	   61.7 	   -3.1 	  284.9 
SD26	Zalawt plain	SD26-2:SD26-3:SD26-4	SD26-2:SD26-3:SD26-4	   34.5 	mag	  232.9 	  -57.9 	    14 	3.0	3 	3 	0 	r	2.8553 	100	17.1	54.9		ACCEPT	pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:DE-BFL-A:LP-DC4:DE-FM:DA-DIR-GEO	g	   50.8 	   37.4 	  -39.4 	  288.7 
SD27	Zalawt plain	SD27-2	SD27-2		lt	6.9	30.6		1.0	1	1	0	n		0	17.1	54.9		ACCEPT	pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4	g	  200.5 	  111.7 	   83.4 	  149.3 
SD27	Zalawt plain	SD27-1:SD27-2:SD27-3	SD27-1:SD27-2:SD27-3	   40.9 	mag	   54.5 	   36.0 	    10 	3.0	3 	3 	0 	n	2.8029 	0	17.1	54.9		ACCEPT	pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:DE-BFL-A:LP-DC4:DE-FM	g	   47.5 	   27.6 	   38.5 	  132.7 
SD27	Zalawt plain	SD27-1:SD27-3	SD27-1:SD27-3	   72.7 	mt	   49.0 	   32.1 	    14 	2.0	2 	2 	0 	n	1.9286 	0	17.1	54.9		ACCEPT	pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4	g	   81.9 	   46.1 	   43.3 	  136.8 
SD27	Zalawt plain	SD27-2	SD27-2		lt	6.9	30.6		1.0	1	1	0	n		100	17.1	54.9		ACCEPT	pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	  200.5 	  111.7 	   83.4 	  149.3 
SD27	Zalawt plain	SD27-1:SD27-2:SD27-3	SD27-1:SD27-2:SD27-3	   40.9 	mag	   54.5 	   36.0 	    10 	3.0	3 	3 	0 	n	2.8029 	100	17.1	54.9		ACCEPT	pmagpy-4.2.125: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:DE-BFL-A:LP-DC4:DE-FM:DA-DIR-GEO	g	   47.5 	   27.6 	   38.5 	  132.7 
