tab	specimens
specimen	experiments	sample	dir_alpha95	dir_comp	dir_dec	dir_inc	dir_n_comps	dir_n_measurements	dir_tilt_correction	dir_dang	dir_mad_free	meas_step_max	meas_step_min	meas_step_unit	analysts	instrument_codes	software_packages	int_corr	citations	method_codes	result_quality	volume	weight	location	site
S106-5	S106-5_LP-DIR-T	S106-5		lt	4.8	33.4	2.0	4.0	0.0	48.6	6.6	553.0	273.0	K		hargrave 2024-07-11 10:33:49	pmagpy-4.2.125: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:SP-SAW	g			Zalawt plain	S106
S106-5	S106-5_LP-DIR-T	S106-5		mag	87.9	57.8	2.0	8.0	0.0	2.3	3.9	833.0	713.0	K		hargrave 2024-07-11 10:33:49	pmagpy-4.2.125: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:SP-SAW	g			Zalawt plain	S106
S106-5	S106-5_LP-DIR-T	S106-5		mag	78.6	60.3	2.0	8.0	100.0	2.3	3.9	833.0	713.0	K		hargrave 2024-07-11 10:33:49	pmagpy-4.2.125: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:SP-SAW	g			Zalawt plain	S106
S106-5	S106-5_LP-DIR-T	S106-5		lt	2.7	28.4	2.0	4.0	100.0	48.6	6.6	553.0	273.0	K		hargrave 2024-07-11 10:33:49	pmagpy-4.2.125: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:SP-SAW	g			Zalawt plain	S106
S107-1	S107-1_LP-DIR-T	S107-1		mag	269.4	-52.9	1.0	9.0	0.0	1.6	5.0	851.0	793.0	K		hargrave 2024-07-12 15:20:15	pmagpy-4.2.125: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:SP-SAW	g			Zalawt plain	S107
S107-1	S107-1_LP-DIR-T	S107-1		mag	261.8	-55.6	1.0	9.0	100.0	1.6	5.0	851.0	793.0	K		hargrave 2024-07-12 15:20:15	pmagpy-4.2.125: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:SP-SAW	g			Zalawt plain	S107
S19B-1	S19B-1_LP-DIR-T	S19B-1		mag	276.1	-49.4	2.0	12.0	0.0	0.0	2.1	853.0	713.0	K		hargrave 2023-10-05 16:15:46	pmagpy-4.2.125: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO:SP-SAW	g			Zalawt plain	S19B
S19B-1	S19B-1_LP-DIR-T	S19B-1		lt	13.0	15.1	2.0	3.0	0.0	92.5	17.2	373.0	273.0	K		hargrave 2023-10-05 16:15:46	pmagpy-4.2.125: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:SP-SAW	g			Zalawt plain	S19B
S19B-12	S19B-12_LP-DIR-T	S19B-12		mag	219.9	11.4	1.0	12.0	0.0	0.0	6.4	853.0	713.0	K		hargrave 2023-10-06 17:59:02	pmagpy-4.2.125: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO:SP-SAW	g			Zalawt plain	S19B
S19B-13	S19B-13_LP-DIR-T	S19B-13		mag	263.1	-51.0	1.0	11.0	0.0	2.3	3.9	893.0	813.0	K		hargrave 2024-07-14 15:20:48	pmagpy-4.2.125: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:SP-SAW	g			Zalawt plain	S19B
S19B-14	S19B-14_LP-DIR-T	S19B-14		mag	316.6	-45.5	1.0	11.0	0.0	1.6	2.8	863.0	793.0	K		hargrave 2024-07-14 15:22:13	pmagpy-4.2.125: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:SP-SAW	g			Zalawt plain	S19B
S19B-15	S19B-15_LP-DIR-T	S19B-15		mag	294.1	-42.9	1.0	12.0	0.0	3.0	3.5	893.0	793.0	K		hargrave 2024-07-14 15:24:41	pmagpy-4.2.125: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:SP-SAW	g			Zalawt plain	S19B
